team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Chou,Belerick,Yve,Natan,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,47.98,51.9,51.27,42.57,1.45,0.8,0.18,1.51,0.45,0.51,0.62,0.04,4.8,0.08,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.58,45.46,35.37,50.96,30.28,Khaleed,Khufra,Lylia,Brody,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.29,50.18,46.06,51.22,46.94,0.57,0.62,0.45,1.67,0.45,0.06,0.28,0.04,4.42,0.87,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.09,44.28,41.32,50.51,31.67,50.35698241560775,49.643017584392254,Menang
Yin,Hylos,Pharsa,Yi Sun-shin,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.05,48.87,50.79,46.64,50.86,0.28,1.24,1.09,1.37,0.3,0.38,0.82,0.28,7.37,0.26,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.25,40.14,44.16,46.43,36.28,Freya,Atlas,Nana,Karrie,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,56.65,46.12,43.72,47.43,45.71,0.64,0.28,0.46,0.68,0.31,22.75,0.06,0.2,0.22,0.07,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67,34.64,50.74,34.05,29.82,56.6026057504892,43.3973942495108,Menang
Arlott,Kalea,Kagura,Bruno,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.69,55.77,48.89,50.86,50.65,0.28,0.79,0.69,0.36,0.2,0.07,97.54,0.08,0.04,0.09,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.41,57.39,44.57,41.86,35.2,Martis,Edith,Luo Yi,Hanabi,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.72,50.72,49.59,46.9,51.91,0.24,0.26,0.45,0.4,1.56,0.04,0.04,0.16,0.12,68.18,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.12,35.82,39.39,41.08,50.99,50.005912541683415,49.99408745831658,Menang
Freya,Kaja,Kadita,Clint,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,56.65,51.28,51.09,50.02,48.74,0.64,0.2,0.28,1.47,0.28,22.75,0.08,0.04,1.12,0.19,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.67,40.39,36.13,52.82,30.44,Alucard,Johnson,Vexana,Claude,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.44,47.19,50.02,46.44,50.86,0.63,0.43,0.94,0.62,0.3,0.28,0.2,0.09,0.04,0.26,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36,41.48,44.41,33.14,36.28,46.68301113911328,53.3169888608867,Kalah
Lapu-Lapu,Floryn,Yve,Ixia,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.11,58.82,51.9,50.93,48.74,0.2,1.43,0.18,0.33,0.28,0.01,82.78,0.04,0.11,0.19,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.83,58.22,35.37,41.59,30.44,Ruby,Khufra,Pharsa,Melissa,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.43,50.18,50.79,53.4,46.94,0.82,0.62,1.09,0.62,0.45,0.1,0.28,0.28,1.46,0.87,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04,44.28,44.16,45.37,31.67,49.58026133294401,50.41973866705599,Kalah
Masha,Angela,Vale,Hanabi,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,54.63,51.48,48.49,46.9,49.16,0.25,2.21,0.24,0.4,0.31,0.22,4.54,0.02,0.12,2.75,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.91,58.0,39.95,41.08,36.12,Thamuz,Estes,Novaria,Claude,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.57,47.87,51.18,46.44,46.55,0.17,0.51,1.24,0.62,1.12,0.02,1.55,0.7,0.04,78.34,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.37,37.62,52.82,33.14,46.0,56.43034140212778,43.56965859787221,Menang
Balmond,Baxia,Eudora,Yi Sun-shin,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,40.53,50.8,49.87,46.64,48.06,0.25,0.05,0.45,1.37,0.82,0.16,0.02,0.61,7.37,59.41,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.67,28.74,52.52,46.43,41.56,Alpha,Estes,Odette,Granger,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.57,47.87,50.6,43.91,45.71,0.93,0.51,0.3,3.31,0.31,0.16,1.55,0.03,20.91,0.07,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.29,37.62,51.18,66.36,29.82,49.1534132044186,50.846586795581395,Kalah
Badang,Belerick,Kagura,Natan,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.24,47.98,48.89,51.27,50.65,2.68,0.8,0.69,1.51,0.2,23.6,0.62,0.08,4.8,0.09,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.83,45.46,44.57,50.96,35.2,Aldous,Franco,Xavier,Bruno,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.08,45.74,52.97,50.86,51.54,0.18,1.72,1.58,0.36,1.65,0.06,3.51,0.28,0.04,70.28,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.93,39.27,54.72,41.86,51.99,53.980692300536006,46.019307699464,Menang
Lapu-Lapu,Kaja,Cecilion,Popol and Kupa,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.11,51.28,50.0,55.45,51.54,0.2,0.2,2.84,0.37,1.65,0.01,0.08,4.34,0.28,70.28,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83,40.39,66.83,43.36,51.99,Cici,Mathilda,Valentina,Moskov,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,51.69,45.89,53.09,50.65,1.82,1.8,0.53,1.95,0.2,1.91,30.71,0.28,0.56,0.09,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.58,56.58,37.09,48.48,35.2,52.209441597743435,47.79055840225657,Menang
Zilong,Estes,Valentina,Lesley,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.99,47.87,45.89,41.59,46.55,0.53,0.51,0.53,0.34,1.12,0.28,1.55,0.28,0.06,78.34,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48.02,37.62,37.09,33.88,46.0,Khaleed,Angela,Xavier,Irithel,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.29,51.48,52.97,56.47,48.74,0.57,2.21,1.58,2.09,0.28,0.06,4.54,0.28,1.81,0.19,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.09,58.0,54.72,56.02,30.44,43.25969273574064,56.74030726425935,Kalah
Suyou,Minotaur,Eudora,Irithel,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.92,52.15,49.87,56.47,42.57,2.35,0.39,0.45,2.09,0.45,28.56,0.07,0.61,1.81,0.08,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.73,39.55,52.52,56.02,30.28,Alpha,Edith,Zhuxin,Bruno,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.57,50.72,49.6,50.86,46.55,0.93,0.26,1.21,0.36,1.12,0.16,0.04,34.61,0.04,78.34,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29,35.82,38.44,41.86,46.0,57.57718189153409,42.42281810846592,Menang
Argus,Chip,Pharsa,Moskov,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,53.14,50.79,53.09,42.57,0.46,0.5,1.09,1.95,0.45,1.53,20.96,0.28,0.56,0.08,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06,41.04,44.16,48.48,30.28,Lukas,Belerick,Chang'e,Wanwan,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.42,47.98,48.67,56.31,50.86,2.04,0.8,1.0,0.73,0.3,70.05,0.62,0.23,2.19,0.26,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.13,45.46,52.62,37.41,36.28,44.229531160460986,55.77046883953902,Kalah
Sun,Franco,Vale,Karrie,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.25,45.74,48.49,47.43,46.94,0.67,1.72,0.24,0.68,0.45,0.83,3.51,0.02,0.22,0.87,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86,39.27,39.95,34.05,31.67,Chou,Hylos,Luo Yi,Layla,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,48.87,49.59,48.9,48.06,1.45,1.24,0.45,0.83,0.82,0.51,0.82,0.16,0.64,59.41,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.58,40.14,39.39,46.03,41.56,46.144430844553256,53.855569155446744,Kalah
Khaleed,Belerick,Chang'e,Karrie,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.29,47.98,48.67,47.43,49.64,0.57,0.8,1.0,0.68,1.27,0.06,0.62,0.23,0.22,0.92,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.09,45.46,52.62,34.05,45.68,Suyou,Minotaur,Valir,Melissa,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.92,52.15,48.85,53.4,42.57,2.35,0.39,0.73,0.62,0.45,28.56,0.07,0.66,1.46,0.08,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.73,39.55,40.02,45.37,30.28,51.555712105201366,48.444287894798634,Menang
Alpha,Edith,Eudora,Kimmy,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.57,50.72,49.87,47.56,50.86,0.93,0.26,0.45,1.64,0.3,0.16,0.04,0.61,12.28,0.26,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29,35.82,52.52,49.9,36.28,Julian,Hylos,Cecilion,Bruno,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.35,48.87,50.0,50.86,46.55,1.43,1.24,2.84,0.36,1.12,13.91,0.82,4.34,0.04,78.34,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,40.14,66.83,41.86,46.0,48.1176556051764,51.8823443948236,Kalah
Fredrinn,Barats,Esmeralda,Moskov,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,48.25,42.11,53.09,49.64,1.27,0.11,0.21,1.95,1.27,6.59,0.03,0.04,0.56,0.92,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,40.58,32.74,48.48,45.68,Argus,Tigreal,Odette,Granger,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,45.0,50.6,43.91,49.1,0.46,1.54,0.3,3.31,0.69,1.53,0.95,0.03,20.91,0.15,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.06,52.0,51.18,66.36,39.64,40.917974363395984,59.08202563660401,Kalah
Guinevere,Hylos,Lylia,Melissa,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.19,48.87,46.06,53.4,49.1,0.63,1.24,0.45,0.62,0.69,0.15,0.82,0.04,1.46,0.15,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.37,40.14,41.32,45.37,39.64,Yu Zhong,Barats,Zhuxin,Miya,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.21,48.25,49.6,49.61,45.71,0.56,0.11,1.21,0.56,0.31,0.05,0.03,34.61,0.37,0.07,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.07,40.58,38.44,43.52,29.82,52.10931991149366,47.89068008850634,Menang
